interm,yarn
net/minecraft/class_3310$class_3311,net/minecraft/world/gen/feature/EndSpikeFeature$SpikeCache
net/minecraft/class_426$class_4195,net/minecraft/client/gui/screen/LanguageOptionsScreen$LanguageSelectionListWidget
net/minecraft/class_3720,net/minecraft/block/entity/BlastFurnaceBlockEntity
net/minecraft/class_3721,net/minecraft/block/entity/BellBlockEntity
net/minecraft/class_3722,net/minecraft/block/entity/LecternBlockEntity
net/minecraft/class_3716,net/minecraft/block/SmokerBlock
net/minecraft/class_42$class_43,net/minecraft/util/BoundedIntUnaryOperator$Serializer
net/minecraft/class_3717,net/minecraft/block/SmithingTableBlock
net/minecraft/class_3718,net/minecraft/block/StonecutterBlock
net/minecraft/class_3719,net/minecraft/block/entity/BarrelBlockEntity
net/minecraft/class_42$1,net/minecraft/util/BoundedIntUnaryOperator$1
net/minecraft/class_3712,net/minecraft/block/FletchingTableBlock
net/minecraft/class_3713,net/minecraft/block/GrindstoneBlock
net/minecraft/class_3714,net/minecraft/data/server/GiftLootTableGenerator
net/minecraft/class_3715,net/minecraft/block/LecternBlock
net/minecraft/class_3656$1,net/minecraft/world/biome/layer/ScaleLayer$1
net/minecraft/class_176$1,net/minecraft/world/loot/context/LootContextType$1
net/minecraft/class_3730,net/minecraft/entity/SpawnType
net/minecraft/class_2400,net/minecraft/particle/DefaultParticleType
net/minecraft/class_2401,net/minecraft/block/LeverBlock
net/minecraft/class_3732,net/minecraft/entity/mob/PatrolEntity
net/minecraft/class_2402,net/minecraft/block/FluidFillable
net/minecraft/class_3727,net/minecraft/entity/EntityContextImpl
net/minecraft/class_3728,net/minecraft/client/util/SelectionManager
net/minecraft/class_3729,net/minecraft/client/render/entity/IllagerEntityRenderer
net/minecraft/class_3723,net/minecraft/block/entity/SmokerBlockEntity
net/minecraft/class_3415$class_3416,net/minecraft/structure/ShipwreckGenerator$Piece
net/minecraft/class_3725,net/minecraft/datafixers/fixes/EntityCatSplitFix
net/minecraft/class_3726,net/minecraft/entity/EntityContext
net/minecraft/class_2558$class_2559,net/minecraft/network/chat/ClickEvent$Action
net/minecraft/class_3076$class_3077,net/minecraft/world/gen/feature/JungleTempleFeature$Start
net/minecraft/class_1999,net/minecraft/advancement/criterion/ChangedDimensionCriterion
net/minecraft/class_1996,net/minecraft/advancement/criterion/BrewedPotionCriterion
net/minecraft/class_2636$1,net/minecraft/block/entity/MobSpawnerBlockEntity$1
net/minecraft/class_3906$1,net/minecraft/util/Actor$1
net/minecraft/class_447$class_4200$class_450,net/minecraft/client/gui/screen/StatsScreen$ItemStatsListWidget$class_450
net/minecraft/class_3710,net/minecraft/block/BlastFurnaceBlock
net/minecraft/class_3711,net/minecraft/block/CartographyTableBlock
net/minecraft/class_3705,net/minecraft/container/BlastFurnaceContainer
net/minecraft/class_1634$class_1635,net/minecraft/entity/mob/VexEntity$ChargeTargetGoal
net/minecraft/class_3706,net/minecraft/container/SmokerContainer
net/minecraft/class_1634$class_1636,net/minecraft/entity/mob/VexEntity$TrackOwnerTargetGoal
net/minecraft/class_1634$class_1637,net/minecraft/entity/mob/VexEntity$VexMoveControl
