interm,yarn
field_18639,BAKED_POTATO
field_19960,lastScreen
field_19961,serverData
field_20961,outlineVertexConsumers
field_18630,RABBIT
field_20963,TRANSLUCENT_NO_CRUMBLING
field_20964,LEASH
field_20965,WATER_MASK
field_20967,GLINT
field_20968,ENTITY_GLINT
field_18636,SWEET_BERRIES
field_19968,selectedInvitedIndex
field_18635,SUSPICIOUS_STEW
field_17304,EMPTY
field_19969,selectedInvited
field_18638,APPLE
field_17307,oldValue
field_19966,removeButton
field_18637,TROPICAL_FISH
field_19967,opdeopButton
field_18632,ROTTEN_FLESH
field_19964,column_width
field_18631,RABBIT_STEW
field_19965,column2_x
field_18634,SPIDER_EYE
field_19962,invitedObjectSelectionList
field_18633,SALMON
field_19963,column1_x
field_17319,bannerSlot
field_19971,stateChanged
field_19972,titleLabel
field_20950,blockBreakingProgressions
field_18641,BEETROOT
field_20951,bufferBuilders
field_18640,BEEF
field_19970,player
field_20952,fallbackBuffer
field_20953,layerBuffers
field_20954,currentLayer
field_20955,activeConsumers
field_20956,blockBuilders
field_18647,COD
field_20957,entityBuilders
field_19979,mPlayerInfo
field_17316,context
field_18646,CHORUS_FRUIT
field_20958,entityVertexConsumers
field_18649,COOKED_CHICKEN
field_20959,effectVertexConsumers
field_17318,inventoryChangeListener
field_18648,COOKED_BEEF
field_17317,selectedPattern
field_18643,BREAD
field_17312,value
field_18642,BEETROOT_SOUP
field_18645,CHICKEN
field_17314,propertyDelegate
field_18644,CARROT
field_17313,inventory
field_18650,COOKED_COD
field_19982,lastScreen
field_19983,titleLabel
field_18652,COOKED_PORKCHOP
field_17321,patternSlot
field_18651,COOKED_MUTTON
field_19981,levelTypes
field_17320,dyeSlot
field_20986,UNDERWATER_TEX
field_20987,blockColors
field_20988,bufferBuilder
field_20989,dispatcher
field_18658,GOLDEN_APPLE
field_17327,GENERIC_9X6
field_18657,ENCHANTED_GOLDEN_APPLE
field_17326,GENERIC_9X3
field_17329,ANVIL
field_19988,BUTTON_RESET_ID
field_18659,GOLDEN_CARROT
field_17328,GENERIC_3X3
field_19989,SEED_EDIT_BOX
field_18654,COOKED_SALMON
field_19986,levelTypeIndex
field_17323,outputInventory
field_18653,COOKED_RABBIT
field_19987,BUTTON_CANCEL_ID
field_17322,outputSlot
field_18656,DRIED_KELP
field_19984,seedEdit
field_18655,COOKIE
field_19985,generateStructures
field_20970,LIGHTNING
field_18661,MUSHROOM_STEW
field_17330,BEACON
field_19993,buttonTitle
field_20972,vertexFormat
field_18660,MELON_SLICE
field_16000,DIRT
field_20973,drawMode
field_18663,POISONOUS_POTATO
field_17332,BREWING_STAND
field_19991,levelTypeButton
field_16001,EMERALD
field_18662,MUTTON
field_17331,BLAST_FURNACE
field_19992,generateStructuresButton
field_20975,hasCrumbling
field_19990,resetButton
field_16006,COLORS
field_17338,LECTERN
field_18669,levelProgress
field_16007,BLACK_TERRACOTTA
field_17337,HOPPER
field_18668,traderRewardedExperience
field_16008,AIR
field_19999,LOGGER
field_16009,BLACK
field_17339,LOOM
field_16002,LAVA
field_17334,ENCHANTMENT
field_18665,GENERIC_9X2
field_16003,WHITE_TERRACOTTA
field_17333,CRAFTING
field_18664,GENERIC_9X1
field_19998,slot
field_16004,FOLIAGE
field_17336,GRINDSTONE
field_18667,GENERIC_9X5
field_16005,IRON
field_17335,FURNACE
field_18666,GENERIC_9X4
field_17341,SHULKER_BOX
field_18672,foodComponent
field_16010,YELLOW
field_17340,MERCHANT
field_16011,color
field_17343,CARTOGRAPHY_TABLE
field_18674,GLOBE_BANNER_PATTERN
field_16012,NETHER
field_18673,foodComponent
field_17342,SMOKER
field_18670,levelled
field_16017,SPRUCE
field_17349,CONTAINER_NAME
field_16018,LIME_TERRACOTTA
field_18679,traderExperience
field_17348,MARKER
field_16019,WATER
field_16013,YELLOW_TERRACOTTA
field_18676,specialPrice
field_17345,data
field_16014,PURPLE
field_17344,factory
field_17347,CAMPFIRE_COOKING
field_16015,BLUE_TERRACOTTA
field_18678,priceMultiplier
field_16016,ICE
field_18677,demandBonus
field_17346,CAMPFIRE
field_20992,queuedTaskCount
field_16020,RED
field_17352,LIT
field_20993,bufferCount
field_16021,id
field_17351,SHAPE
field_20994,homogeneousCoordinates
field_16022,WHITE
field_17354,WATERLOGGED
field_20995,x
field_18685,NONE
field_16023,STONE
field_17353,SIGNAL_FIRE
field_18684,position
field_20996,y
field_20997,z
field_20998,loadingData
field_17350,CAMPFIRE
field_16028,GREEN_TERRACOTTA
field_16029,PURPLE_TERRACOTTA
field_16024,LIGHT_BLUE
field_17356,INVENTORY_RETRIEVER
field_18687,DESTROY
field_17355,CONTAINER_NAME
field_16025,QUARTZ
field_18686,BREAK
field_16026,CYAN
field_18689,GLOBE
field_16027,GRAY_TERRACOTTA
field_17357,NAME_RETRIEVER
field_17363,CONTAINER_NAME
field_18694,deserializer
field_17362,CONTAINER_NAME
field_18693,unsavedElements
field_17365,POWERED
field_18696,piece
field_17364,CONTAINER_NAME
field_18695,factory
field_18690,directory
field_18692,loadedElements
field_16030,PINK
field_18691,LOGGER
field_17367,COLLISION_SHAPE_TOP
field_16035,operator
field_18698,minY
field_17366,HAS_BOOK
field_16036,cacheCapacity
field_18697,pieceShape
field_17369,WEST_SHAPE
field_17368,COLLISION_SHAPE
field_16038,cache
field_18699,currentSize
field_17374,propertyDelegate
field_17373,CONTAINER_NAME
field_16044,cacheCapacity
field_17376,customName
field_16045,cache
field_17370,NORTH_SHAPE
field_17372,SOUTH_SHAPE
field_17371,EAST_SHAPE
field_17378,propertyDelegate
field_17377,lock
field_17390,pageCount
field_17385,cookingTotalTimes
field_16054,MUSHROOM_FIELDS_ID
field_17384,cookingTimes
field_17387,propertyDelegate
field_16055,INSTANCE
field_17386,inventory
field_17381,propertyDelegate
field_17380,CAMPFIRE
field_17383,itemsBeingCooked
field_16051,INSTANCE
field_16052,INSTANCE
field_17389,currentPage
field_17388,book
field_16058,INSTANCE
field_16059,INSTANCE
field_4902,SKIN
field_4903,modelB
field_16070,chosenGroup1
field_16064,DRY_BIOMES
field_17396,DIRECTIONS
field_16065,BADLANDS_PLATEAU_ID
field_17395,DUMMY
field_16066,SNOWY_BIOMES
field_17398,cachedChunks
field_16067,JUNGLE_ID
field_17397,cachedChunkPositions
field_4907,SKIN
field_16061,MUSHROOM_FIELDS_ID
field_4908,model
field_16062,TEMPERATE_BIOMES
field_17394,SIGNAL_FIRE
field_4909,model
field_16063,WOODED_BADLANDS_PLATEAU_ID
field_17393,HAS_BOOK
field_16068,COOL_BIOMES
field_16069,SNOWY_TUNDRA_ID
field_17399,INSTANCE
field_16080,DARK_FOREST_ID
field_16081,GIANT_TREE_TAIGA_ID
field_16076,SNOWY_TAIGA_ID
field_16077,TAIGA_ID
field_16078,SWAMP_ID
field_16071,FOREST_ID
field_16072,MOUNTAINS_ID
field_16073,DESERT_ID
field_16074,BIRCH_FOREST_ID
field_16079,SAVANNA_ID
field_16090,MOUNTAINS_ID
field_16091,INSTANCE
field_16092,DESERT_ID
field_16086,BAMBOO_JUNGLE_ID
field_16087,JUNGLE_ID
field_16088,SNOWY_TUNDRA_ID
field_16089,WOODED_MOUNTAINS_ID
field_16082,OLD_GROUP_1
field_16083,PLAINS_ID
field_16084,BADLANDS_ID
field_16085,JUNGLE_EDGE_ID
field_3603,v
field_3602,rightWing
field_3601,leftWing
field_3607,rightLeg
field_3606,leftLeg
field_3605,pos
field_3604,u
field_16097,MOUNTAIN_EDGE_ID
field_16098,GIANT_TREE_TAIGA_ID
field_16099,PLAINS_ID
field_3609,arms
field_3608,head
field_16094,SNOWY_TAIGA_ID
field_16095,TAIGA_ID
field_16096,SWAMP_ID
field_3610,torso
field_3614,liftingNose
field_3611,nose
field_3618,rightFrontLeg
field_3617,tail
field_3615,mole
field_3619,neck
field_4913,SKIN
field_4915,KHR_VERBOSITY_LEVELS
field_4910,SKIN
field_4918,SEMICOLON_JOINER
field_4919,ARB_VERBOSITY_LEVELS
field_4920,NEWLINE_JOINER
field_4921,LOGGER
field_4922,CONSTANTS
field_4850,SKIN
field_4852,elytra
field_3522,rightBackLeg
field_3521,rightFrontLeg
field_3520,leftEar
field_3526,leftBackLeg
field_3525,leftFoot
field_3524,tail
field_3523,rightEar
field_4854,SKIN
field_4855,model
field_3529,head
field_3528,torso
field_3527,leftFrontLeg
field_3533,frontRightLeg
field_2202,recipes
field_3532,rightFoot
field_2201,client
field_2200,spectatorMenu
field_3530,nose
field_2206,soundPlayed
field_3536,backRightLeg
field_2205,advancement
field_3535,head
field_2204,startTime
field_3534,backLeftLeg
field_2203,justUpdated
field_2209,HIDE
field_3539,frontLeftLeg
field_3538,torso
field_2207,TOASTS_TEX
field_4830,modelLeggings
field_4831,modelBody
field_3502,vertices
field_4835,SKIN
field_4842,SKIN
field_4844,model
field_2231,textureSlotY
field_2230,MOVEMENT_KEYS
field_4895,model
field_2235,TREE
field_4890,SKIN
field_3566,leftArm
field_4891,model
field_3565,rightArm
field_2233,RECIPE_BOOK
field_4892,SKIN
field_3564,skull
field_2232,textureSlotX
field_2239,visibleEntries
field_3569,bottomSnowball
field_2238,client
field_2237,MOUSE
field_3568,topSnowball
field_2236,WOODEN_PLANKS
field_3567,middleSnowball
field_4898,TEXTURE
field_3573,rightEye
field_3572,leftEye
field_2241,instance
field_3571,innerCube
field_2240,toastQueue
field_3570,mouth
field_3577,leftBackMiddleLeg
field_2246,id
field_3576,rightFrontLeg
field_3575,head
field_2244,visibility
field_2249,charactersByWidth
field_3579,rightFrontMiddleLeg
field_2248,textureManager
field_3578,leftBackLeg
field_2247,fonts
field_3580,rightBackLeg
field_3544,leftFin
field_2213,type
field_2211,sound
field_3542,rightFin
field_2210,SHOW
field_3548,tail
field_2217,description
field_3547,head
field_2216,startTime
field_3546,torso
field_2215,title
field_2214,justUpdated
field_4876,SKIN
field_2219,NARRATOR_TOGGLE
field_2218,TUTORIAL_HINT
field_2220,WORLD_BACKUP
field_3555,topShell
field_2224,title
field_4880,LLAMA_DECOR
field_3554,head
field_2223,lastTime
field_4881,model
field_3553,bottomShell
field_2222,hasProgressBar
field_2228,progress
field_2227,visibility
field_2226,description
field_2225,type
field_4887,model
field_4888,SKIN
field_2229,lastProgress
field_2275,uMax
field_2274,vMin
field_2273,vMax
field_2272,xMin
field_2279,yMin
field_2278,yMax
field_2276,uMin
field_2281,IMAGE
field_2280,xMax
field_2286,LOGGER
field_2285,image
field_2284,glyphs
field_2283,INSTANCE
field_2289,filename
field_2288,height
field_2287,ascent
field_2293,height
field_2292,advance
field_2291,ascent
field_2290,chars
field_3584,abdomen
field_2253,glyphRendererCache
field_3583,head
field_2252,RANDOM
field_19908,symbols
field_3582,leftFrontLeg
field_2251,SPACE
field_19909,LOGGER
field_3581,leftFrontMiddleLeg
field_2250,EMPTY_GLYPH_RENDERER
field_19906,text
field_2257,glyphCache
field_2256,blankGlyphRenderer
field_3586,rightBackMiddleLeg
field_19904,Info
field_2255,LOGGER
field_3585,thorax
field_19905,colorCode
field_2254,glyphAtlases
field_2259,textRenderers
field_2258,forceUnicodeFont
field_20900,matrix
field_20901,initialized
field_19903,Warning
field_20906,IDENTITY
field_2260,textureManager
field_20907,debugChunkInfo
field_20908,debugChunkOcculsion
field_20909,bufferBuilders
field_2264,rootSlot
field_2263,hasColor
field_19919,task
field_2262,id
field_3592,TEXTURE
field_2261,LOGGER
field_2268,y
field_19917,aborted
field_2267,width
field_19918,animTicks
field_2266,height
field_19915,error
field_2265,isOccupied
field_19916,errorMessage
field_2269,x
field_19913,taskThread
field_19914,title
field_19911,BUTTON_BACK_ID
field_19912,lastScreen
field_2271,subSlot2
field_2270,subSlot1
field_19910,BUTTON_CANCEL_ID
field_19928,hasUnreadNews
field_19929,tasks
field_19926,trialAvailable
field_19927,validClient
field_20920,childBodyYOffset
field_20921,parts
field_20922,parts
field_20923,redMultiplier
field_19924,numberOfPendingInvites
field_20924,greenMultiplier
field_19925,checkedMcoAvailability
field_20925,blueMultiplier
field_20926,redMultiplier
field_19923,realmsDataFetcher
field_20927,greenMultiplier
field_19920,buttonLength
field_20928,blueMultiplier
field_18607,scheduleRules
field_19939,pendingInvitationSelectionList
field_18606,VILLAGER_DEFAULT
field_18609,activities
field_19937,toolTip
field_18608,schedule
field_19938,loaded
field_20910,whiteRectangleGlyphRenderer
field_20911,zIndex
field_20912,INSTANCE
field_18603,EMPTY
field_19935,LOGGER
field_20913,IMAGE
field_18602,priority
field_19936,lastScreen
field_18605,VILLAGER_BABY
field_20915,headScaled
field_18604,SIMPLE
field_20916,childHeadYOffset
field_19931,nextScreen
field_20917,childHeadZOffset
field_20918,invertedChildHeadScale
field_18601,startTime
field_20919,invertedChildBodyScale
field_18600,id
field_2297,y
field_2296,scaleFactor
field_2295,width
field_2294,image
field_18618,snack
field_18617,alwaysEdible
field_2299,images
field_18619,statusEffects
field_2298,x
field_20940,leftFrontLeg
field_20945,FOG_SKY
field_18614,hunger
field_20946,FOG_TERRAIN
field_18616,meat
field_20948,buffers
field_18615,saturationModifier
field_20949,overlayTexture
field_19942,acceptButton
field_18610,startTime
field_19943,rejectButton
field_18612,entries
field_19940,titleLabel
field_19941,selectedInvite
field_18611,activity
field_18629,PUMPKIN_PIE
field_18628,PUFFERFISH
field_19959,toolTip
field_18625,statusEffects
field_20935,head
field_19958,LOGGER
field_18624,snack
field_20936,torso
field_18627,POTATO
field_19955,buttons
field_20937,rightBackLeg
field_18626,PORKCHOP
field_20938,leftBackLeg
field_18621,saturationModifier
field_19953,mPendingInvite
field_20939,rightFrontLeg
field_18620,hunger
field_18623,alwaysEdible
field_18622,meat
field_18519,id
field_18518,MEETING
field_19849,cancelButton
field_19840,initialized
field_20841,data
field_20842,convertLegacy
field_20843,loadedCallback
field_20844,loader
field_20847,BANNER_BASE
field_18515,TOOLSMITH
field_19847,downloadTitle
field_20848,BLOCK_DESTRUCTION_STAGES
field_18514,SHEPHERD
field_19848,narrationRateLimiter
field_18517,HOME
field_19845,lastScreen
field_18516,WEAPONSMITH
field_19846,worldDownload
field_18511,LIBRARIAN
field_18510,LEATHERWORKER
field_19844,LOGGER
field_18513,NITWIT
field_19841,createButton
field_18512,MASON
field_18529,levellingUp
field_19850,worldName
field_19851,downloadStatus
field_20830,executor
