interm,yarn
method_4843,stopAll
method_3512,isShaded
method_3511,getWeight
method_3514,deserializeModel
method_4844,updateSoundVolume
method_3513,deserialize
method_4847,unregisterListener
method_12470,getCommand
method_3516,deserializeUvLock
method_4846,start
method_12471,isConditional
method_3515,deserializeRotation
method_4849,getAdjustedPitch
method_11140,onDifficulty
method_3517,deserializeWeight
method_23121,drawPathInternal
method_3519,getComponents
method_11149,onEntityAttributes
method_11142,onPlayerSpawnPosition
method_12474,isAlwaysActive
method_11141,onResourcePackSend
method_12475,getCommand
method_11144,onScoreboardObjectiveUpdate
method_12472,shouldTrackOutput
method_11143,onLightUpdate
method_12473,getBlockPos
method_4850,getSoundVolume
method_11146,onPlaySound
method_12478,shouldTrackOutput
method_11145,onCommandTree
method_12479,getItemStack
method_4852,play
method_11148,onEntityStatus
method_12476,getMinecartCommandExecutor
method_4851,addPreloadedSound
method_11147,onKeepAlive
method_3520,getModels
method_12477,apply
method_23117,drawPathLines
method_3501,isTransformationDefined
method_23118,drawPath
method_23119,getManhattanDistance
method_3503,getTransformation
method_3505,deserialize
method_4835,isPlaying
method_3504,parseModelTransformation
method_12460,getType
method_4838,stopSounds
method_4837,reloadSounds
method_3509,getRotation
method_11139,onEntitySetHeadYaw
method_11138,onMobSpawn
method_12469,apply
method_11131,onGuiUpdate
method_12463,createWorldBorder
method_11130,onAdvancements
method_12464,getSkyAngle
method_11133,onCombatEvent
method_12461,update
method_11132,onVelocityUpdate
method_12462,hasVisibleSky
method_11135,onHeldItemChange
method_13798,generate
method_12467,isNether
method_11134,onVehicleMove
method_13799,executeReset
method_12468,getType
method_13796,executeQuery
method_3510,getLocation
method_12465,doesWaterVaporize
method_4840,updateListenerPosition
method_11136,onBlockUpdate
method_12466,getForcedSpawnPoint
method_4865,updateSoundVolume
method_23106,drawString
method_4864,getKeys
method_3533,createStatePropertySelector
method_23107,drawString
method_4867,readSounds
method_3536,deserializeSelector
method_23108,drawString
method_2204,updateButtonText
method_4866,unregisterListener
method_3535,deserialize
method_23109,render
method_4869,get
method_4868,isSoundResourcePresent
method_13780,deserialize
method_23101,getTargetedEntity
method_23102,drawBox
method_23103,drawBox
method_23104,drawBox
method_23105,drawString
method_11128,onChunkData
method_11127,onTagQuery
method_11129,onStatistics
method_12459,getHorizonShadingRatio
method_11120,onGameJoin
method_12452,getSpawningBlockInChunk
method_13784,executeSet
method_12453,isFogThick
method_4870,stop
method_11122,onHealthUpdate
method_12450,saveWorldData
method_11121,onChatMessage
method_12451,hasSkyLight
method_4872,play
method_11124,onExplosion
method_13787,getDayTime
method_3541,render
method_11123,onGuiActionConfirm
method_13788,executeAdd
method_11126,onSynchronizeTags
method_3543,render
method_12454,getMoonPhase
method_4873,play
method_11125,onPlaySoundFromEntity
method_13786,register
method_3542,rendersOutsideBoundingBox
method_12455,getCloudHeight
method_4854,play
method_3523,deserialize
method_4853,getAdjustedVolume
method_3522,deserializeComponents
method_4856,stop
b,b
method_3525,createPredicate
method_4855,registerListener
method_4858,play
method_4857,tick
method_3529,getModel
method_4859,stop
method_11117,onPlayerRespawn
method_12449,hasGround
method_11116,onBlockDestroyProgress
method_11119,onRemoveEntityEffect
method_11118,onScoreboardPlayerUpdate
method_12448,canPlayersSleep
method_13772,look
method_12441,apply
method_13773,getSpacing
method_12442,getSelectedSlot
method_11111,onSetCameraEntity
method_11110,onEntityAttach
method_13771,execute
method_12440,getRegionFile
method_11113,onPlayerList
method_13776,register
method_4861,getSound
method_3530,getPredicate
method_12445,getFogColor
method_4860,isPlayingType
method_11112,onEntitySpawn
method_12446,getBackgroundColor
method_11115,onUnlockRecipes
method_13774,getSeedModifier
method_4863,getMinDelay
method_12443,createChunkGenerator
method_3531,deserializeSelectorOrDefault
method_11114,onPaintingSpawn
method_13775,getSeparation
method_4862,getMaxDelay
method_12444,getTopSpawningBlockPosition
method_4801,put
method_11180,getZ
method_4800,get
method_11182,apply
method_11181,getY
method_4805,compare
method_11184,getExperience
method_4804,findAll
method_11183,getId
method_4807,sort
method_4806,add
method_23165,renderFire
method_4809,printArray
method_23166,renderShadow
method_4808,getDebugString
method_23167,registerRenderers
method_23168,getSquaredDistanceToCamera
method_23169,getPositionOffset
method_23160,getPositionOffset
method_23161,fireVertex
method_23162,shadowVertex
method_23163,renderShadowPart
method_11186,getZ
method_11185,getX
method_11188,apply
method_11187,getY
method_11189,getId
method_11171,getPitch
method_11170,getVelocityX
method_11173,getVelocityz
method_11172,getVelocityY
method_23154,getWhiteOverlayProgress
method_23151,isPointOfInterest
method_23152,method_4056
method_11175,getX
method_11174,getY
method_11176,getZ
method_11179,setCustomName
method_11178,apply
method_4820,parseAnnouncementAddressPort
method_4823,needsUpdate
method_4825,markClean
method_11160,onEntityAnimation
method_12492,getSize
method_4824,addServer
method_12493,getMirror
method_12490,byRawId
method_4826,getServers
method_11161,onSelectAdvancementTab
method_12491,hasSkyLight
method_23142,getBrains
method_23143,drawSection
method_23144,getGhostPointsOfInterest
method_23145,isTargeted
method_23146,updateTargetedEntity
method_23147,isClose
method_23149,getUuid
method_23140,drawBrain
method_23141,getVillagerNames
method_11164,getUuid
method_12496,getOffset
method_12497,getSeed
method_11166,getEntityData
method_12494,getIntegrity
method_12495,apply
method_11168,getYaw
method_11167,getId
method_12498,getRotation
method_11169,getEntityTypeId
method_12499,getPos
method_4810,findAll
method_4812,getAddressPort
method_4811,getServer
method_4814,updateLastTime
method_12481,getSlot
method_4813,getMotd
method_12482,getAll
method_11151,onEquipmentUpdate
method_11150,onItemPickupAnimation
method_12480,apply
method_4818,createAnnouncement
method_23131,drawGhostPointOfInterest
method_4817,setLocalPlayerUuid
method_23132,drawString
method_23133,drawString
method_4819,parseAnnouncementMotd
method_23134,drawString
method_23136,drawPath
method_23137,drawPointOfInterestInfo
method_23138,drawPointOfInterest
method_11153,onInventory
method_12485,getId
method_11152,onCustomPayload
method_12486,register
method_11155,onEntityUpdate
method_12483,byId
method_11154,onPlayerAbilities
method_12484,getRawId
method_11157,onPlayerPositionLook
method_12489,getSuffix
method_11156,onEntitySpawnGlobal
method_11159,onScoreboardDisplay
method_12487,create
method_11158,onBlockAction
method_12488,getSaveDirectory
method_13723,executeEmpty
method_13728,executeListTeams
method_2270,createLists
method_13720,executeJoin
method_3589,render
method_2257,close
method_3588,rendersOutsideBoundingBox
method_2258,renderBackground
method_13709,deserialize
method_13714,executeLeave
method_13715,executeAdd
fontDrawShadow,fontDrawShadow
method_13713,executeModifyCollisionRule
method_3591,render
method_13711,executeModifyDisplayName
method_2267,createButtons
method_13702,executeAdd
method_13706,getTags
method_2297,compare
method_13700,executeList
method_2282,renderIcon
method_2285,getColumnX
method_2289,renderStatItem
method_4887,getSound
method_3556,getTextRenderer
method_4886,getSubtitle
method_3555,render
method_3558,method_3558
method_3557,render
method_11106,onSynchronizeRecipes
method_11105,onPlayerListHeader
method_11108,onSignEditorOpen
method_12436,getPrimaryEffectId
method_11107,onUnloadChunk
method_11109,onGuiSlotUpdate
method_12430,apply
method_11100,onChunkDeltaUpdate
method_13760,register
method_4894,getWeight
method_11102,onGuiClose
method_13765,execute
method_3563,rendersOutsideBoundingBox
method_12434,apply
method_4893,getSound
method_11101,onExperienceBarUpdate
method_13766,teleport
method_12435,getSecondaryEffectId
method_4896,hasBrokenTreeBlocks
method_11104,onPlaySoundId
method_12432,convertAlphaChunk
method_4895,hasCrafted
method_11103,onTitle
method_12433,readAlphaChunk
method_4876,updateListenerPosition
method_3545,renderLightBeam
method_4875,stopSounds
method_4878,registerListener
method_4877,isPlaying
method_3546,render
method_3549,configure
method_4879,pauseAll
method_13756,executeModifySuffix
method_13757,executeAdd
method_13751,executeModifySeeFriendlyInvisibles
method_4881,stopAll
method_3550,get
method_4880,resumeAll
method_4883,getSound
method_13754,executeModifyFriendlyFire
method_3552,renderEntity
method_12423,hasChunk
method_4882,close
method_3551,setWorld
method_4885,add
method_3554,runReported
method_4884,onSoundPlayed
method_3577,render
method_2248,getPlayerModelPartDisplayString
method_2249,initWidgetsNormal
method_13747,executeRemove
method_12416,getTabToOpen
method_13748,executeListMembers
method_12417,apply
method_13745,executeModifyColor
method_12414,close
method_12415,getAction
method_12418,open
method_12419,getSectorData
method_3581,render
method_2251,initWidgetsDemo
method_2252,switchToRealms
method_13743,executeModifyPrefix
method_2253,areRealmsNotificationsEnabled
method_3584,getModelTexture
method_3587,render
method_12410,serialize
method_4898,onTarget
method_4897,onSlotUpdate
method_3569,render
getRowTop,getRowTop
method_4899,tick
method_13736,register
method_12405,isFurnaceFilteringCraftable
method_12406,getRecipeId
method_12403,isGuiOpen
method_13735,executeModifyDeathMessageVisibility
method_12404,isFurnaceGuiOpen
method_12409,apply
method_12407,getItemName
method_12408,apply
setValue,setValue
method_3571,render
method_13732,executeModifyNametagVisibility
method_3574,render
method_12401,isFilteringCraftable
method_12402,getMode
method_3576,render
method_12400,apply
stencilFunc,stencilFunc
getTooltipFromItem,getTooltipFromItem
pixelTransfer,pixelTransfer
method_23087,addBlockEntity
changeFocus,changeFocus
method_23088,setPosition
method_23089,isVisible
method_23083,render
method_11090,onCraftFailedResponse
method_11092,onLookAt
method_11091,onExperienceOrbSpawn
method_11094,onBlockEntityUpdate
method_11093,onEntityTrackerUpdate
method_11096,onWorldBorder
method_11095,onEntitiesDestroy
method_23077,renderEntity
method_23078,register
method_23079,render
method_23070,renderFireOverlay
method_23071,renderDamage
method_23072,vertex
method_23073,renderQuad
method_23075,apply
method_11098,onWorldEvent
method_11097,onPlayerSpawn
method_11099,onTeam
method_4900,onBlockAttacked
