interm,yarn
field_18639,BAKED_POTATO
field_19960,parent
field_19961,serverData
field_20961,outlineVertexConsumers
field_18630,RABBIT
field_20963,TRANSLUCENT_NO_CRUMBLING
field_20964,LEASH
field_20965,WATER_MASK
field_20967,GLINT
field_20968,ENTITY_GLINT
field_18636,SWEET_BERRIES
field_19968,selectedInvitedIndex
field_18635,SUSPICIOUS_STEW
field_17304,EMPTY
field_19969,selectedInvited
field_18638,APPLE
field_17307,oldValue
field_19966,removeButton
field_18637,TROPICAL_FISH
field_19967,opdeopButton
field_18632,ROTTEN_FLESH
field_19964,column_width
field_18631,RABBIT_STEW
field_19965,column2_x
field_18634,SPIDER_EYE
field_19962,invitedObjectSelectionList
field_18633,SALMON
field_19963,column1_x
field_17319,bannerSlot
field_19971,stateChanged
field_19972,titleLabel
field_20950,blockBreakingProgressions
field_18641,BEETROOT
field_20951,bufferBuilders
field_18640,BEEF
field_19970,player
field_20952,fallbackBuffer
field_20953,layerBuffers
field_20954,currentLayer
field_20955,activeConsumers
field_20956,blockBuilders
field_18647,COD
field_20957,entityBuilders
field_19979,playerInfo
field_17316,context
field_18646,CHORUS_FRUIT
field_20958,entityVertexConsumers
field_18649,COOKED_CHICKEN
field_20959,effectVertexConsumers
field_17318,inventoryChangeListener
field_18648,COOKED_BEEF
field_17317,selectedPattern
field_18643,BREAD
field_17312,value
field_18642,BEETROOT_SOUP
field_18645,CHICKEN
field_17314,propertyDelegate
field_18644,CARROT
field_17313,inventory
field_18650,COOKED_COD
field_19982,parent
field_19983,titleLabel
field_18652,COOKED_PORKCHOP
field_17321,patternSlot
field_18651,COOKED_MUTTON
field_17320,dyeSlot
field_20986,UNDERWATER_TEXTURE
field_20987,blockColors
field_20988,bufferBuilder
field_20989,dispatcher
field_18658,GOLDEN_APPLE
field_17327,GENERIC_9X6
field_18657,ENCHANTED_GOLDEN_APPLE
field_17326,GENERIC_9X3
field_17329,ANVIL
field_18659,GOLDEN_CARROT
field_17328,GENERIC_3X3
field_18654,COOKED_SALMON
field_19986,levelTypeIndex
field_17323,output
field_18653,COOKED_RABBIT
field_17322,outputSlot
field_18656,DRIED_KELP
field_19984,seedEdit
field_18655,COOKIE
field_19985,generateStructures
field_20970,LIGHTNING
field_18661,MUSHROOM_STEW
field_17330,BEACON
field_20972,vertexFormat
field_18660,MELON_SLICE
field_16000,DIRT
field_20973,drawMode
field_18663,POISONOUS_POTATO
field_17332,BREWING_STAND
field_16001,EMERALD
field_18662,MUTTON
field_17331,BLAST_FURNACE
field_20975,hasCrumbling
field_16006,COLORS
field_17338,LECTERN
field_18669,levelProgress
